60005,238
65006,239
70006,238
75006,239
80007,239
85008,240
90008,239
95008,239
100009,239
105010,239
110010,239
115011,239
120011,239
125012,239
130013,239
135013,238
140014,239
145014,238
150014,238
155016,238
160016,238
165016,238
170017,238
175017,238
180018,237
185019,237
190019,237
195020,237
200020,237
205021,236
210022,236
215022,236
220022,237
225024,236
230024,236
235024,236
240025,235
245025,235
250025,235
255027,235
260027,236
265027,235
270028,235
275028,235
280030,235
285030,235
290030,234
295031,235
300032,234
305032,234
310033,234
315033,234
320033,233
325035,234
330035,233
335035,234
340036,233
345036,233
350038,233
355038,233
360038,233
365039,234
370039,233
375040,233
380041,233
385041,233
390041,232
395042,232
400043,233
405043,232
410044,233
415044,232
420044,232
425046,232
430046,232
435047,232
440047,232
445047,232
450049,232
455049,232
460049,231
465050,232
470050,231
475051,232
480052,231
485052,231
490052,231
495053,232
500054,231
505055,231
510055,231
515055,231
520056,231
525057,231
530057,231
535058,231
540058,231
545058,231
550060,231
555060,230
560060,230
565061,231
570061,230
575063,231
580063,231
585063,230
590064,231
595064,230
600065,231
605066,231
610066,231
615066,230
620067,231
625068,230
630068,230
635069,230
640069,230
645070,230
650071,230
655071,230
660072,231
665072,229
670072,230
675074,229
680074,229
685074,230
690075,229
695075,230
700076,229
705077,230
710077,230
715077,230
720078,229
725079,229
730080,229
735080,230
740080,229
745081,229
750082,229
755082,229
760083,229
765083,229
770083,229
775085,229
780085,229
785085,229
790086,229
795086,229
800088,229
805088,229
810088,229
815089,229
820089,229
825090,229
830091,229
835091,228
840091,228
845092,229
850093,228
855093,229
860094,228
865094,228
870095,229
875096,229
880096,229
885097,228
890097,229
895097,228
900099,228
905099,228
910099,228
915100,228
920100,228
925101,229
930102,228
935102,229
940102,229
945103,229
950104,228
955105,227
960105,228
965105,228
970106,227
975107,228
980107,228
985108,228
990108,228
995108,228
1000110,228
1005110,227
1010111,227
1015111,228
1020111,227
1025113,228
1030113,228
1035114,228
1040114,228
1045114,227
1050116,228
1055116,227
1060117,228
1065117,227
1070117,228
1075119,228
1080119,227
1085120,228
1090120,227
1095120,228
1100122,228
1105122,227
1110123,228
1115123,228
1120123,227
1125125,227
1130125,228
1135126,227
1140126,227
1145126,228
1150128,226
1155128,227
1160129,227
1165129,227
1170129,227
1175131,228
1180131,227
1185132,227
1190132,228
1195132,228
1200134,228
1205134,227
1210135,228
1215135,227
1220135,227
1225137,227
1230137,227
1235138,227
1240138,227
1245138,227
1250140,227
1255140,227
1260141,226
1265141,227
1270141,227
1275143,227
1280143,228
1285144,227
1290144,228
1295144,227
1300146,227
1305146,227
1310147,227
1315147,226
1320147,226
1325149,226
1330149,227
1335150,228
1340150,227
1345150,227
1350152,227
1355152,226
1360153,226
1365153,227
1370153,227
1375155,226
1380155,226
1385156,227
1390156,227
1395158,227
1400158,227
1405158,227
1410159,227
1415159,225
1420161,226
1425161,227
1430161,227
1435162,227
1440162,227
1445164,227
1450164,225
1455164,226
1460165,226
1465165,226
1470167,226
1475167,227
1480167,226
1485168,226
1490168,226
1495170,226
1500170,226
1505170,227
1510171,225
1515171,226
1520173,226
1525173,226
1530173,225
1535174,226
1540174,226
1545176,226
1550176,226
1555176,227
1560177,227
1565177,226
1570179,226
1575179,226
1580179,226
1585180,226
1590180,226
1595182,225
1600182,225
1605182,226
1610183,227
1615183,226
1620185,226
1625185,226
1630185,226
1635186,225
1640186,226
1645188,225
