0,220,0
200,221,0
401,221,0
601,221,0
801,221,0
1002,221,0
1203,221,0
1403,221,0
1604,221,0
1805,221,0
2006,221,0
2206,221,0
2407,220,0
2608,221,0
2808,221,0
3009,220,13
3210,221,29
3410,221,63
3611,220,94
3812,219,121
4013,221,141
4213,220,160
4414,221,184
4615,221,211
4815,221,256
5016,221,304
5217,220,349
5417,221,359
5618,221,372
5819,221,427
6020,221,482
6220,221,534
6421,221,568
6622,221,580
6822,221,581
7023,223,580
7224,221,580
7425,221,580
7625,221,580
7826,222,580
8027,222,580
8227,222,580
8428,222,580
8629,221,580
8829,222,580
9030,222,580
9231,222,580
9432,221,580
9632,223,580
9833,222,580
10034,222,580
10234,222,580
10435,221,580
10636,222,580
10838,222,580
11038,222,580
11239,222,580
11440,223,580
11640,222,580
11841,222,580
12042,222,580
12242,223,580
12443,222,580
12644,223,579
12845,223,579
13045,223,580
13246,222,579
13447,223,579
13647,223,579
13849,223,579
14050,222,579
14251,222,579
14451,223,580
14652,222,579
14853,223,579
15053,223,580
15254,223,579
15455,223,579
15655,223,579
15856,223,579
16057,223,580
16258,223,579
16458,224,579
16659,222,579
16861,223,579
17061,223,579
17262,224,579
17463,223,579
17664,224,579
17864,223,579
18065,223,579
18266,223,579
18466,223,579
18667,223,579
18868,223,579
19068,221,579
19269,223,579
19470,223,580
19671,223,644
19872,223,773
20073,223,905
20274,223,1015
20474,223,1023
20675,224,1023
20876,224,1023
21076,224,1023
21277,224,1023
21478,224,1023
21679,224,1023
21880,224,1023
22081,224,1023
22282,224,1023
22482,224,1023
22683,224,1023
22884,225,1023
23085,225,1023
23285,224,1023
23486,225,1023
23688,226,1022
23888,225,1023
24089,225,1023
24290,226,1023
24491,226,1023
24691,225,1023
24892,227,1023
25093,226,1023
25293,226,1023
25494,226,1023
25696,226,1023
25896,226,1023
26097,226,1023
26298,226,1023
26499,226,1023
26699,227,1023
26900,227,1023
27101,227,1023
27301,227,1023
27503,227,1023
27704,228,1023
27905,228,1023
28105,228,1023
28306,228,1023
28507,228,1023
28707,228,1023
28908,229,1023
29109,227,1023
29310,227,1023
29511,228,1023
29712,229,1022
29913,228,1023
30113,229,1023
30314,228,1023
30515,229,1023
30715,229,1023
30916,229,1023
31118,229,1023
31319,229,1023
31519,229,1023
31720,229,1023
31921,230,1023
32121,229,1023
32322,229,1023
32523,230,1023
32723,230,1023
32925,230,1023
33126,230,1023
33327,230,1023
33527,230,1023
33728,230,1023
33929,231,1023
34129,230,1023
34330,229,1023
34531,230,1023
34733,231,1022
34933,231,1023
35134,231,1023
35335,231,1023
35535,231,1023
35736,230,1023
35937,231,1023
36137,231,1022
36338,231,1023
36540,230,1023
36741,231,1023
36941,231,1023
37142,231,1023
37343,231,1023
37543,232,1023
37744,232,1023
37945,232,1023
38146,231,1023
38347,232,1023
38548,232,1023
38749,231,1023
38949,232,1023
39150,231,1023
39351,232,1023
39552,232,1023
39752,231,1023
39953,232,1023
40155,232,1023
40355,232,1023
40556,232,1023
40757,232,1023
40957,232,973
41158,232,772
41359,232,551
41560,232,384
41760,232,272
41961,232,252
42162,233,252
42362,232,234
42564,232,136
42765,233,38
42966,232,0
43166,232,0
43367,232,0
43568,232,0
43768,232,0
43969,233,0
44170,231,0
44370,232,0
44570,232,0
44771,232,0
44972,231,0
45172,232,0
45373,232,0
45574,232,0
45774,231,0
45975,231,0
46176,232,0
46376,231,0
46577,231,0
46778,231,0
46979,232,0
47179,231,0
47380,230,0
47581,230,0
47781,230,0
47982,229,0
48183,230,0
48384,230,0
48584,230,0
48785,229,0
48986,230,0
49186,229,0
49387,229,0
49588,229,0
49788,229,0
49989,229,0
50190,229,0
50391,229,0
50591,228,0
50792,229,0
50993,228,0
51193,228,0
51394,229,0
51595,229,0
51795,228,0
51996,229,0
52197,227,0
52398,228,0
52598,228,0
52799,227,0
53000,228,0
53200,228,0
53401,227,0
53602,227,0
53803,227,0
54003,228,0
54204,227,0
54405,227,0
54605,227,0
54806,227,0
55007,226,0
55207,227,0
55408,227,0
55609,226,0
55810,227,0
56010,226,0
56211,226,0
56412,226,0
56612,226,0
56813,226,0
57014,226,0
57214,226,0
57415,226,0
57616,226,0
57817,226,0
58017,226,0
58218,226,0
58419,225,0
58619,226,0
58820,225,0
59021,225,0
59222,225,0
59422,226,0
59623,225,0
59824,225,0
60024,225,0
60225,225,0
60426,225,0
60626,225,0
60827,225,0
61028,225,0
61229,225,0
61429,225,0
61630,225,0
61831,224,0
62031,224,0
62232,224,0
62433,224,0
62633,225,0
62834,224,0
63035,225,0
63236,224,0
